Symbol,Name,Sector,Industry,Exchange,,,TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing,NASDAQ
GDV^D,Gabelli Dividend,n/a,n/a,NYSE,,,,,,,
GDV^G,Gabelli Dividend,n/a,n/a,NYSE,,,,,,,
GAB,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GAB^D,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GAB^G,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GAB^H,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GAB^J,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),n/a,n/a,NYSE,,,,,,,
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),n/a,n/a,NYSE,,,,,,,
GGT,Gabelli Multi-Media Trust Inc. (The),n/a,n/a,NYSE,,,,,,,
GGT^B,Gabelli Multi-Media Trust Inc. (The),n/a,n/a,NYSE,,,,,,,
GGT^E,Gabelli Multi-Media Trust Inc. (The),n/a,n/a,NYSE,,,,,,,
GUT,Gabelli Utility Trust (The),n/a,n/a,NYSE,,,,,,,
GUT^A,Gabelli Utility Trust (The),n/a,n/a,NYSE,,,,,,,
GUT^C,Gabelli Utility Trust (The),n/a,n/a,NYSE,,,,,,,
GFA,Gafisa SA,Basic Industries,Homebuilding,NYSE,,,,,,,
GCAP,"GAIN Capital Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,,,,,,,
GBL,"Gamco Investors, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,,,,,,,
GNT,"GAMCO Natural Resources, Gold & Income Tust ",n/a,n/a,NYSE,,,,,,,
GNT^A,"GAMCO Natural Resources, Gold & Income Tust ",n/a,n/a,NYSE,,,,,,,
GME,Gamestop Corporation,Consumer Services,Electronics Distribution,NYSE,,,,,,,
GPS,"Gap, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,,,,,,,
GDI,"Gardner Denver Holdings, Inc.",Technology,Industrial Machinery/Components,NYSE,,,,,,,
GTX$,Garrett Motion Inc.,n/a,n/a,NYSE,,,,,,,
IT,"Gartner, Inc.",Consumer Services,Other Consumer Services,NYSE,,,,,,,
GLOG,GasLog LP.,Consumer Services,Marine Transportation,NYSE,,,,,,,
GLOG^A,GasLog LP.,n/a,n/a,NYSE,,,,,,,
GLOP,GasLog Partners LP,Consumer Services,Marine Transportation,NYSE,,,,,,,
GLOP^A,GasLog Partners LP,n/a,n/a,NYSE,,,,,,,
GLOP^B,GasLog Partners LP,n/a,n/a,NYSE,,,,,,,
GTES,Gates Industrial Corporation plc,Technology,Industrial Machinery/Components,NYSE,,,,,,,
GATX,GATX Corporation,Consumer Services,Transportation Services,NYSE,,,,,,,
GMTA,GATX Corporation,Consumer Services,Transportation Services,NYSE,,,,,,,
GZT,Gazit-Globe Ltd.,Finance,Real Estate,NYSE,,,,,,,
GCP,GCP Applied Technologies Inc.,Basic Industries,Major Chemicals,NYSE,,,,,,,
GNK,Genco Shipping & Trading Limited ,Transportation,Marine Transportation,NYSE,,,,,,,
GNRC,Generac Holdlings Inc.,Consumer Durables,Metal Fabrications,NYSE,,,,,,,
GAM,"General American Investors, Inc.",n/a,n/a,NYSE,,,,,,,
GAM^B,"General American Investors, Inc.",n/a,n/a,NYSE,,,,,,,
GD,General Dynamics Corporation,Capital Goods,Marine Transportation,NYSE,,,,,,,
GE,General Electric Company,Energy,Consumer Electronics/Appliances,NYSE,,,,,,,
GIS,"General Mills, Inc.",Consumer Non-Durables,Packaged Foods,NYSE,,,,,,,
GM,General Motors Company,Capital Goods,Auto Manufacturing,NYSE,,,,,,,
GM.WS.B,General Motors Company,n/a,n/a,NYSE,,,,,,,
GCO,Genesco Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,,,,,,,
GWR,"Genesee & Wyoming, Inc.",Transportation,Railroads,NYSE,,,,,,,
GEL,"Genesis Energy, L.P.",Energy,Oil Refining/Marketing,NYSE,,,,,,,
GEN           ,"Genesis Healthcare, Inc.",Health Care,Hospital/Nursing Management,NYSE,,,,,,,
GNE,Genie Energy Ltd.,Public Utilities,Power Generation,NYSE,,,,,,,
GNE^A,Genie Energy Ltd.,n/a,n/a,NYSE,,,,,,,
G,Genpact Limited,Consumer Services,Professional Services,NYSE,,,,,,,
GPC,Genuine Parts Company,Capital Goods,Automotive Aftermarket,NYSE,,,,,,,
GNW,Genworth Financial Inc,Finance,Life Insurance,NYSE,,,,,,,
GEO,Geo Group Inc (The),Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
GPRK,Geopark Ltd,Energy,Oil & Gas Production,NYSE,,,,,,,
GPJA,Georgia Power Company,Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
GGB,Gerdau S.A.,Capital Goods,Steel/Iron Ore,NYSE,,,,,,,
GTY,Getty Realty Corporation,Finance,Real Estate,NYSE,,,,,,,
GIG,"GigCapital, Inc.",Finance,Business Services,NYSE,,,,,,,
GIG.U,"GigCapital, Inc.",n/a,n/a,NYSE,,,,,,,
GIG.WS,"GigCapital, Inc.",n/a,n/a,NYSE,,,,,,,
GIG~,"GigCapital, Inc.",n/a,n/a,NYSE,,,,,,,
GIL,"Gildan Activewear, Inc.",Consumer Non-Durables,Apparel,NYSE,,,,,,,
GLT,Glatfelter,Basic Industries,Paper,NYSE,,,,,,,
GKOS,Glaukos Corporation,Health Care,Medical/Dental Instruments,NYSE,,,,,,,
GSK,GlaxoSmithKline PLC,Health Care,Major Pharmaceuticals,NYSE,,,,,,,
BRSS,"Global Brass and Copper Holdings, Inc.",Capital Goods,Metal Fabrications,NYSE,,,,,,,
CO,Global Cord Blood Corporation,Finance,Business Services,NYSE,,,,,,,
GMRE,Global Medical REIT Inc.,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
GMRE^A,Global Medical REIT Inc.,n/a,n/a,NYSE,,,,,,,
GNL,"Global Net Lease, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
GNL^A,"Global Net Lease, Inc.",n/a,n/a,NYSE,,,,,,,
GLP,Global Partners LP,Energy,Oil Refining/Marketing,NYSE,,,,,,,
GLP^A,Global Partners LP,n/a,n/a,NYSE,,,,,,,
GPN,Global Payments Inc.,Miscellaneous,Business Services,NYSE,,,,,,,
GSL,"Global Ship Lease, Inc.",Transportation,Marine Transportation,NYSE,,,,,,,
GSL^B,"Global Ship Lease, Inc.",n/a,n/a,NYSE,,,,,,,
GLOB,Globant S.A.,Technology,EDP Services,NYSE,,,,,,,
GMED,"Globus Medical, Inc.",Health Care,Medical/Dental Instruments,NYSE,,,,,,,
GMS,GMS Inc.,Consumer Services,RETAIL: Building Materials,NYSE,,,,,,,
GNC,"GNC Holdings, Inc.",Consumer Non-Durables,Food Chains,NYSE,,,,,,,
GDDY,GoDaddy Inc.,Technology,EDP Services,NYSE,,,,,,,
GOL,Gol Linhas Aereas Inteligentes S.A.,Transportation,Air Freight/Delivery Services,NYSE,,,,,,,
GFI,Gold Fields Limited,Basic Industries,Precious Metals,NYSE,,,,,,,
GG,Goldcorp Inc.,Basic Industries,Precious Metals,NYSE,,,,,,,
GSBD,"Goldman Sachs BDC, Inc.",n/a,n/a,NYSE,,,,,,,
GS,"Goldman Sachs Group, Inc. (The)",Finance,Investment Bankers/Brokers/Service,NYSE,,,,,,,
GS^A,"Goldman Sachs Group, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GS^B,"Goldman Sachs Group, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GS^C,"Goldman Sachs Group, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GS^D,"Goldman Sachs Group, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GS^J,"Goldman Sachs Group, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GS^K,"Goldman Sachs Group, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GS^N,"Goldman Sachs Group, Inc. (The)",n/a,n/a,NYSE,,,,,,,
GER,Goldman Sachs MLP Energy Renaissance Fund,n/a,n/a,NYSE,,,,,,,
GMZ,Goldman Sachs MLP Income Opportunities Fund,n/a,n/a,NYSE,,,,,,,
GRC,Gorman-Rupp Company (The),Capital Goods,Fluid Controls,NYSE,,,,,,,
GPX,GP Strategies Corporation,Consumer Services,Other Consumer Services,NYSE,,,,,,,
GGG,Graco Inc.,Capital Goods,Fluid Controls,NYSE,,,,,,,
EAF,GrafTech International Ltd.,Energy,Industrial Machinery/Components,NYSE,,,,,,,
GHM,Graham Corporation,Technology,Industrial Machinery/Components,NYSE,,,,,,,
GHC,Graham Holdings Company,Consumer Services,Other Consumer Services,NYSE,,,,,,,
GPT,Gramercy Property Trust,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
GPT^A,Gramercy Property Trust Inc.,n/a,n/a,NYSE,,,,,,,
GRAM,Grana y Montero S.A.A.,Basic Industries,Military/Government/Technical,NYSE,,,,,,,
GVA,Granite Construction Incorporated,Basic Industries,Military/Government/Technical,NYSE,,,,,,,
GPMT,Granite Point Mortgage Trust Inc.,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
GRP.U,Granite Real Estate Inc.,n/a,n/a,NYSE,,,,,,,
GPK,Graphic Packaging Holding Company,Consumer Durables,Containers/Packaging,NYSE,,,,,,,
GTN,"Gray Television, Inc.",Consumer Services,Broadcasting,NYSE,,,,,,,
GTN.A,"Gray Television, Inc.",n/a,n/a,NYSE,,,,,,,
AJX,Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
AJXA,Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
GWB,"Great Western Bancorp, Inc.",Finance,Major Banks,NYSE,,,,,,,
GDOT,Green Dot Corporation,Finance,Finance: Consumer Services,NYSE,,,,,,,
GBX,"Greenbrier Companies, Inc. (The)",Capital Goods,Railroads,NYSE,,,,,,,
GHL,"Greenhill & Co., Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,,,,,,,
GHG,GreenTree Hospitality Group Ltd.,Consumer Services,Hotels/Resorts,NYSE,,,,,,,
GEF,Greif Bros. Corporation,n/a,n/a,NYSE,,,,,,,
GEF.B,Greif Bros. Corporation,n/a,n/a,NYSE,,,,,,,
GFF,Griffon Corporation,Capital Goods,Building Products,NYSE,,,,,,,
GPI,"Group 1 Automotive, Inc.",Consumer Durables,Automotive Aftermarket,NYSE,,,,,,,
GRUB,GrubHub Inc.,Miscellaneous,Business Services,NYSE,,,,,,,
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",Transportation,Aerospace,NYSE,,,,,,,
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Transportation,Aerospace,NYSE,,,,,,,
AVAL,Grupo Aval Acciones y Valores S.A.,Finance,Commercial Banks,NYSE,,,,,,,
SUPV,Grupo Supervielle S.A.,Finance,Commercial Banks,NYSE,,,,,,,
TV,Grupo Televisa S.A.,Consumer Services,Broadcasting,NYSE,,,,,,,
GSAH,GS Acquisition Holdings Corp.,n/a,n/a,NYSE,,,,,,,
GSAH.U,GS Acquisition Holdings Corp.,n/a,n/a,NYSE,,,,,,,
GSAH.WS,GS Acquisition Holdings Corp.,n/a,n/a,NYSE,,,,,,,
GTT,"GTT Communications, Inc.",Public Utilities,Telecommunications Equipment,NYSE,,,,,,,
GSH,Guangshen Railway Company Limited,Transportation,Railroads,NYSE,,,,,,,
GES,"Guess?, Inc.",Consumer Non-Durables,Apparel,NYSE,,,,,,,
GGM,Guggenheim Credit Allocation Fund,n/a,n/a,NYSE,,,,,,,
GPM,Guggenheim Enhanced Equity Income Fund,n/a,n/a,NYSE,,,,,,,
GOF,Guggenheim Strategic Opportunities Fund,n/a,n/a,NYSE,,,,,,,
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,n/a,n/a,NYSE,,,,,,,
GWRE,"Guidewire Software, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,,,,,,,
HRB,"H&R Block, Inc.",Consumer Services,Other Consumer Services,NYSE,,,,,,,
FUL,H. B. Fuller Company,Basic Industries,Home Furnishings,NYSE,,,,,,,
HAE,Haemonetics Corporation,Health Care,Medical/Dental Instruments,NYSE,,,,,,,
HK,Halcon Resources Corporation,Energy,Oil & Gas Production,NYSE,,,,,,,
HK.WS,Halcon Resources Corporation,n/a,n/a,NYSE,,,,,,,
HAL,Halliburton Company,Energy,Oilfield Services/Equipment,NYSE,,,,,,,
HBB,Hamilton Beach Brands Holding Company,Consumer Durables,Home Furnishings,NYSE,,,,,,,
HBI,Hanesbrands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,,,,,,,
HNGR,"Hanger, Inc.",Health Care,Medical Specialities,NYSE,,,,,,,
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HOG,"Harley-Davidson, Inc.",Consumer Non-Durables,Motor Vehicles,NYSE,,,,,,,
HMY,Harmony Gold Mining Company Limited,Basic Industries,Precious Metals,NYSE,,,,,,,
HRS,Harris Corporation,Capital Goods,Industrial Machinery/Components,NYSE,,,,,,,
HSC,Harsco Corporation,Capital Goods,Metal Fabrications,NYSE,,,,,,,
HHS,"Harte-Hanks, Inc.",Technology,Advertising,NYSE,,,,,,,
HGH,"Hartford Financial Services Group, Inc. (The)",Finance,Property-Casualty Insurers,NYSE,,,,,,,
HIG,"Hartford Financial Services Group, Inc. (The)",Finance,Property-Casualty Insurers,NYSE,,,,,,,
HIG.WS,"Hartford Financial Services Group, Inc. (The)",n/a,n/a,NYSE,,,,,,,
HVT,"Haverty Furniture Companies, Inc.",Consumer Services,Other Specialty Stores,NYSE,,,,,,,
HVT.A,"Haverty Furniture Companies, Inc.",n/a,n/a,NYSE,,,,,,,
HE,"Hawaiian Electric Industries, Inc.",Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
HE^U,"Hawaiian Electric Industries, Inc.",n/a,n/a,NYSE,,,,,,,
HCHC,"HC2 Holdings, Inc.",Capital Goods,Metal Fabrications,NYSE,,,,,,,
HCA,"HCA Healthcare, Inc.",Health Care,Hospital/Nursing Management,NYSE,,,,,,,
HCI,"HCI Group, Inc.",Finance,Property-Casualty Insurers,NYSE,,,,,,,
HCP,"HCP, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HDB,HDFC Bank Limited,Finance,Commercial Banks,NYSE,,,,,,,
HR,Healthcare Realty Trust Incorporated,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HTA,"Healthcare Trust of America, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HL,Hecla Mining Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,,,,,,,
HL^B,Hecla Mining Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,,,,,,,
HEI,Heico Corporation,Capital Goods,Aerospace,NYSE,,,,,,,
HEI.A,Heico Corporation,n/a,n/a,NYSE,,,,,,,
HLX,"Helix Energy Solutions Group, Inc.",Energy,Oilfield Services/Equipment,NYSE,,,,,,,
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Production,NYSE,,,,,,,
HLF,Herbalife Nutrition Ltd.,Health Care,Other Pharmaceuticals,NYSE,,,,,,,
HRI,Herc Holdings Inc.,n/a,n/a,NYSE,,,,,,,
HCXZ,"Hercules Capital, Inc.",n/a,n/a,NYSE,,,,,,,
HTGC,"Hercules Capital, Inc.",n/a,n/a,NYSE,,,,,,,
HTGX,"Hercules Capital, Inc.",n/a,n/a,NYSE,,,,,,,
HRTG,"Heritage Insurance Holdings, Inc.",Finance,Property-Casualty Insurers,NYSE,,,,,,,
HT,Hersha Hospitality Trust,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HT^C,Hersha Hospitality Trust,n/a,n/a,NYSE,,,,,,,
HT^D,Hersha Hospitality Trust,n/a,n/a,NYSE,,,,,,,
HT^E,Hersha Hospitality Trust,n/a,n/a,NYSE,,,,,,,
HSY,Hershey Company (The),Consumer Non-Durables,Specialty Foods,NYSE,,,,,,,
HTZ,"Hertz Global Holdings, Inc",Consumer Services,Rental/Leasing Companies,NYSE,,,,,,,
HES,Hess Corporation,Energy,Integrated oil Companies,NYSE,,,,,,,
HES^A,Hess Corporation,n/a,n/a,NYSE,,,,,,,
HESM,Hess Midstream Partners LP,Energy,Oil & Gas Production,NYSE,,,,,,,
HPE,Hewlett Packard Enterprise Company,Technology,Computer Manufacturing,NYSE,,,,,,,
HXL,Hexcel Corporation,Basic Industries,Major Chemicals,NYSE,,,,,,,
HF,"HFF, Inc.",Consumer Services,Real Estate,NYSE,,,,,,,
HCLP,Hi-Crush Partners LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,,,,,,,
PCF,High Income Securities Fund,n/a,n/a,NYSE,,,,,,,
HFRO,Highland Floating Rate Opportunities Fund,n/a,n/a,NYSE,,,,,,,
HPR,HighPoint Resources Corporation,Energy,Oil & Gas Production,NYSE,,,,,,,
HIW,"Highwoods Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HI,Hillenbrand Inc,Consumer Durables,Miscellaneous manufacturing industries,NYSE,,,,,,,
HRC,Hill-Rom Holdings Inc,Health Care,Medical/Dental Instruments,NYSE,,,,,,,
HTH,Hilltop Holdings Inc.,Finance,Major Banks,NYSE,,,,,,,
HGV,Hilton Grand Vacations Inc.,Consumer Services,Hotels/Resorts,NYSE,,,,,,,
HLT,Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts,NYSE,,,,,,,
HNI,HNI Corporation,Consumer Durables,Office Equipment/Supplies/Services,NYSE,,,,,,,
HMLP,Hoegh LNG Partners LP,Consumer Services,Marine Transportation,NYSE,,,,,,,
HMLP^A,Hoegh LNG Partners LP,n/a,n/a,NYSE,,,,,,,
HEP,"Holly Energy Partners, L.P.",Energy,Natural Gas Distribution,NYSE,,,,,,,
HFC,HollyFrontier Corporation,Energy,Integrated oil Companies,NYSE,,,,,,,
HD,"Home Depot, Inc. (The)",Consumer Services,RETAIL: Building Materials,NYSE,,,,,,,
HMC,"Honda Motor Company, Ltd.",Capital Goods,Auto Manufacturing,NYSE,,,,,,,
HON,Honeywell International Inc.,Capital Goods,Auto Parts:O.E.M.,NYSE,,,,,,,
HON$,Honeywell International Inc.,n/a,n/a,NYSE,,,,,,,
HMN,Horace Mann Educators Corporation,Finance,Property-Casualty Insurers,NYSE,,,,,,,
HZN,Horizon Global Corporation,Capital Goods,Auto Parts:O.E.M.,NYSE,,,,,,,
HTFA,Horizon Technology Finance Corporation,n/a,n/a,NYSE,,,,,,,
HRL,Hormel Foods Corporation,Consumer Non-Durables,Meat/Poultry/Fish,NYSE,,,,,,,
HOS,Hornbeck Offshore Services,Consumer Services,Marine Transportation,NYSE,,,,,,,
HST,"Host Hotels & Resorts, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HLI,"Houlihan Lokey, Inc.",Finance,Investment Managers,NYSE,,,,,,,
HOV,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,NYSE,,,,,,,
HHC,Howard Hughes Corporation (The),Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HPQ,HP Inc.,Technology,Computer Manufacturing,NYSE,,,,,,,
HSBC,HSBC Holdings plc,Finance,Savings Institutions,NYSE,,,,,,,
HSBC^A,HSBC Holdings plc,n/a,n/a,NYSE,,,,,,,
HMI,Huami Corporation,Technology,Computer Manufacturing,NYSE,,,,,,,
HNP,"Huaneng Power International, Inc.",Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
HUBB,Hubbell Inc,Capital Goods,Electrical Products,NYSE,,,,,,,
HUBS,"HubSpot, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,,,,,,,
HBM,Hudbay Minerals Inc.,Basic Industries,Precious Metals,NYSE,,,,,,,
HUD,Hudson Ltd.,Consumer Services,Department/Specialty Retail Stores,NYSE,,,,,,,
HPP,"Hudson Pacific Properties, Inc.",Finance,Real Estate,NYSE,,,,,,,
HUM,Humana Inc.,Health Care,Medical Specialities,NYSE,,,,,,,
HCFT,"Hunt Companies Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
HCFT^A,"Hunt Companies Finance Trust, Inc.",n/a,n/a,NYSE,,,,,,,
HII,"Huntington Ingalls Industries, Inc.",Capital Goods,Marine Transportation,NYSE,,,,,,,
HUN,Huntsman Corporation,Basic Industries,Major Chemicals,NYSE,,,,,,,
HUYA,HUYA Inc.,Technology,"Computer Software: Programming, Data Processing",NYSE,,,,,,,
H,Hyatt Hotels Corporation,Consumer Services,Hotels/Resorts,NYSE,,,,,,,
HY,"Hyster-Yale Materials Handling, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,NYSE,,,,,,,
IAG,Iamgold Corporation,Basic Industries,Precious Metals,NYSE,,,,,,,
IBN,ICICI Bank Limited,Finance,Commercial Banks,NYSE,,,,,,,
IDA,"IDACORP, Inc.",Public Utilities,Electric Utilities: Central,NYSE,,,,,,,
IEX,IDEX Corporation,Capital Goods,Fluid Controls,NYSE,,,,,,,
IDT,IDT Corporation,Public Utilities,Telecommunications Equipment,NYSE,,,,,,,
ITW,Illinois Tool Works Inc.,Technology,Industrial Machinery/Components,NYSE,,,,,,,
IMAX,Imax Corporation,Miscellaneous,Industrial Machinery/Components,NYSE,,,,,,,
ICD,"Independence Contract Drilling, Inc.",Energy,Oil & Gas Production,NYSE,,,,,,,
IHC,Independence Holding Company,Finance,Life Insurance,NYSE,,,,,,,
IRT,"Independence Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
IFN,"India Fund, Inc. (The)",n/a,n/a,NYSE,,,,,,,
IBA,"Industrias Bachoco, S.A. de C.V.",Consumer Non-Durables,Meat/Poultry/Fish,NYSE,,,,,,,
INFY,Infosys Limited,Technology,EDP Services,NYSE,,,,,,,
HIFR,"InfraREIT, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
ING,"ING Group, N.V.",Finance,Commercial Banks,NYSE,,,,,,,
ISF,"ING Group, N.V.",Finance,Commercial Banks,NYSE,,,,,,,
ISG,"ING Group, N.V.",Finance,Commercial Banks,NYSE,,,,,,,
IR,Ingersoll-Rand plc (Ireland),Capital Goods,Auto Parts:O.E.M.,NYSE,,,,,,,
NGVT,Ingevity Corporation,Basic Industries,Major Chemicals,NYSE,,,,,,,
INGR,Ingredion Incorporated,Consumer Non-Durables,Packaged Foods,NYSE,,,,,,,
IIPR,"Innovative Industrial Properties, Inc.",Finance,Real Estate,NYSE,,,,,,,
IIPR^A,"Innovative Industrial Properties, Inc.",n/a,n/a,NYSE,,,,,,,
IPHI,Inphi Corporation,Technology,Semiconductors,NYSE,,,,,,,
INSI,Insight Select Income Fund,n/a,n/a,NYSE,,,,,,,
NSP,"Insperity, Inc.",Technology,Professional Services,NYSE,,,,,,,
INSP,"Inspire Medical Systems, Inc.",Health Care,Medical/Dental Instruments,NYSE,,,,,,,
IBP,"Installed Building Products, Inc.",Basic Industries,Homebuilding,NYSE,,,,,,,
INST,"Instructure, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,,,,,,,
ITGR,Integer Holdings Corporation,Miscellaneous,Industrial Machinery/Components,NYSE,,,,,,,
I,Intelsat S.A.,Consumer Services,Telecommunications Equipment,NYSE,,,,,,,
ICE,Intercontinental Exchange Inc.,Finance,Investment Bankers/Brokers/Service,NYSE,,,,,,,
IHG,Intercontinental Hotels Group,Consumer Services,Hotels/Resorts,NYSE,,,,,,,
IBM,International Business Machines Corporation,Technology,Computer Manufacturing,NYSE,,,,,,,
IFF,"International Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals,NYSE,,,,,,,
IFFT,"International Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals,NYSE,,,,,,,
IGT,International Game Technology,Consumer Services,Services-Misc. Amusement & Recreation,NYSE,,,,,,,
IP,International Paper Company,Basic Industries,Paper,NYSE,,,,,,,
INSW,"International Seaways, Inc.",Consumer Services,Marine Transportation,NYSE,,,,,,,
INSW^A,"International Seaways, Inc.",n/a,n/a,NYSE,,,,,,,
IPG,"Interpublic Group of Companies, Inc. (The)",Technology,Advertising,NYSE,,,,,,,
IPL^D,Interstate Power and Light Company,n/a,n/a,NYSE,,,,,,,
INXN,InterXion Holding N.V.,Technology,"Computer Software: Programming, Data Processing",NYSE,,,,,,,
IPI,"Intrepid Potash, Inc",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,,,,,,,
IVC,Invacare Corporation,Health Care,Industrial Specialties,NYSE,,,,,,,
VBF,Invesco Bond Fund,n/a,n/a,NYSE,,,,,,,
VCV,Invesco California Value Municipal Income Trust,n/a,n/a,NYSE,,,,,,,
VTA,Invesco Credit Opportunities Fund,n/a,n/a,NYSE,,,,,,,
IHIT,Invesco High Income 2023 Target Term Fund,n/a,n/a,NYSE,,,,,,,
IHTA,Invesco High Income 2024 Target Term Fund,n/a,n/a,NYSE,,,,,,,
VLT,Invesco High Income Trust II,n/a,n/a,NYSE,,,,,,,
IVR,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
IVR^B,INVESCO MORTGAGE CAPITAL INC,n/a,n/a,NYSE,,,,,,,
IVR^C,INVESCO MORTGAGE CAPITAL INC,n/a,n/a,NYSE,,,,,,,
IVR^A,Invesco Mortgage Capital Inc.,n/a,n/a,NYSE,,,,,,,
OIA,Invesco Municipal Income Opportunities Trust,n/a,n/a,NYSE,,,,,,,
VMO,Invesco Municipal Opportunity Trust,n/a,n/a,NYSE,,,,,,,
VKQ,Invesco Municipal Trust,n/a,n/a,NYSE,,,,,,,
VPV,Invesco Pennsylvania Value Municipal Income Trust,n/a,n/a,NYSE,,,,,,,
IVZ,Invesco Plc,Finance,Investment Managers,NYSE,,,,,,,
IQI,Invesco Quality Municipal Income Trust,n/a,n/a,NYSE,,,,,,,
VVR,Invesco Senior Income Trust,n/a,n/a,NYSE,,,,,,,
VTN,Invesco Trust  for Investment Grade New York Municipal,n/a,n/a,NYSE,,,,,,,
VGM,Invesco Trust for Investment Grade Municipals,n/a,n/a,NYSE,,,,,,,
IIM,Invesco Value Municipal Income Trust,n/a,n/a,NYSE,,,,,,,
ITG,"Investment Technology Group, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,,,,,,,
IRET,Investors Real Estate Trust,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
IRET^C,Investors Real Estate Trust,n/a,n/a,NYSE,,,,,,,
NVTA,Invitae Corporation,Health Care,Medical Specialities,NYSE,,,,,,,
INVH,Invitation Homes Inc.,Finance,Real Estate,NYSE,,,,,,,
IO,Ion Geophysical Corporation,Energy,Oil & Gas Production,NYSE,,,,,,,
IQV,"IQVIA Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NYSE,,,,,,,
IRM,Iron Mountain Incorporated,Consumer Services,Real Estate Investment Trusts,NYSE,,,,,,,
IRS,IRSA Inversiones Y Representaciones S.A.,Consumer Services,Homebuilding,NYSE,,,,,,,
